BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
hsa_art_500.fq.bt2.bam 5 5886912 5593988 12061 0.997849 0.95229 0.97507 0.995049
hsa_art_500.fq.bt2.bam 10 5886912 5505764 2259 0.99959 0.935639 0.967615 0.995587
hsa_art_500.fq.bt2.bam 15 5886912 5450794 1362 0.99975 0.926149 0.96295 0.995098
hsa_art_500.fq.bt2.bam 20 5886912 5371124 942 0.999825 0.912544 0.956184 0.994231
hsa_art_500.fq.bt2.bam 25 5886912 5300843 375 0.999929 0.900509 0.950219 0.993477
hsa_art_500.fq.bt2.bam 30 5886912 5185043 228 0.999956 0.880813 0.940384 0.992062
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
hsa_art_500.fq.bwaaln.bam 0 5886912 5622708 43479 0.992327 0.962506 0.977416 0.990522
hsa_art_500.fq.bwaaln.bam 1 5886912 5571720 4352 0.99922 0.947198 0.973209 0.996002
hsa_art_500.fq.bwaaln.bam 2 5886912 5571694 4320 0.999225 0.947188 0.973207 0.996006
hsa_art_500.fq.bwaaln.bam 3 5886912 5571660 4282 0.999232 0.947176 0.973204 0.996012
hsa_art_500.fq.bwaaln.bam 4 5886912 5571625 4247 0.999238 0.947164 0.973201 0.996017
hsa_art_500.fq.bwaaln.bam 5 5886912 5571566 4191 0.999248 0.947145 0.973197 0.996025
hsa_art_500.fq.bwaaln.bam 10 5886912 5570865 3805 0.999317 0.94696 0.973139 0.996077
hsa_art_500.fq.bwaaln.bam 15 5886912 5570243 3275 0.999412 0.946764 0.973088 0.996154
hsa_art_500.fq.bwaaln.bam 20 5886912 5567684 2820 0.999494 0.946252 0.972873 0.996197
hsa_art_500.fq.bwaaln.bam 25 5886912 5543796 2297 0.999586 0.942106 0.970846 0.996011
hsa_art_500.fq.bwaaln.bam 30 5886912 5541824 1103 0.999801 0.941568 0.970684 0.996177
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
hsa_art_500.fq.bwamem.bam 0 5886912 5748552 137808 0.976589 0.999906 0.988247 0.97793
hsa_art_500.fq.bwamem.bam 1 5886912 5654135 25893 0.995441 0.964857 0.980149 0.993588
hsa_art_500.fq.bwamem.bam 2 5886912 5651224 23991 0.995773 0.964039 0.979906 0.993849
hsa_art_500.fq.bwamem.bam 3 5886912 5645830 22150 0.996092 0.96281 0.979451 0.994071
hsa_art_500.fq.bwamem.bam 4 5886912 5643987 20461 0.996388 0.96221 0.979299 0.99431
hsa_art_500.fq.bwamem.bam 5 5886912 5623857 19028 0.996628 0.958548 0.977588 0.994304
hsa_art_500.fq.bwamem.bam 10 5886912 5618416 14415 0.997441 0.95684 0.97714 0.994958
hsa_art_500.fq.bwamem.bam 15 5886912 5595240 11732 0.997908 0.952447 0.975178 0.995114
hsa_art_500.fq.bwamem.bam 20 5886912 5586131 9116 0.998371 0.950455 0.974413 0.995419
hsa_art_500.fq.bwamem.bam 25 5886912 5567375 7100 0.998726 0.946927 0.972827 0.995523
hsa_art_500.fq.bwamem.bam 30 5886912 5551295 5624 0.998988 0.943945 0.971467 0.995573
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
hsa_art_500.fq.star.bam 0 5886912 5677731 54219 0.990541 0.973677 0.982109 0.989533
hsa_art_500.fq.star.bam 1 5886912 5666574 46733 0.99182 0.97051 0.981165 0.990541
hsa_art_500.fq.star.bam 2 5886912 5646799 33057 0.99418 0.964828 0.979504 0.992404
hsa_art_500.fq.star.bam 3 5886912 5646799 33057 0.99418 0.964828 0.979504 0.992404
hsa_art_500.fq.star.bam 4 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 5 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 10 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 15 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 20 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 25 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
hsa_art_500.fq.star.bam 30 5886912 5598147 22861 0.995933 0.954831 0.975382 0.993418
BAM Q TOTAL CORRECT INCORRECT PRECISION RECALL F1 F25
hsa_art_500.fq.sr.bam 0 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 1 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 2 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 3 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 4 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 5 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 10 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 15 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 20 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 25 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
hsa_art_500.fq.sr.bam 30 5886912 5675566 120760 0.979166 0.984612 0.981889 0.979485
